Record Length,2500,Points,-2.50E-05,5.52E-01
Sample Interval,2.00E-08,s,-2.50E-05,5.52E-01
Trigger Point,1.25E+03,Samples,-2.50E-05,5.52E-01
,,,-2.49E-05,5.52E-01
,,,-2.49E-05,5.44E-01
,,,-2.49E-05,5.52E-01
Source,CH2,,-2.49E-05,5.52E-01
Vertical Units,Volts,,-2.49E-05,5.44E-01
Vertical Scale,2.00E-01,,-2.48E-05,5.52E-01
Vertical Offset,0,,-2.48E-05,5.52E-01
Horizontal Units,s,,-2.48E-05,5.44E-01
Horizontal Scale,5.00E-06,,-2.48E-05,5.52E-01
Pt Fmt,Y,,-2.48E-05,5.44E-01
Yzero,0,,-2.47E-05,5.52E-01
Probe Atten,1,,-2.47E-05,5.44E-01
,,,-2.47E-05,5.44E-01
Note,TBS 1072B-EDU - 4:42:34 PM   29-Apr-22,,-2.47E-05,5.52E-01
,,,-2.47E-05,5.44E-01
,,,-2.46E-05,5.52E-01
,,,-2.46E-05,5.44E-01
,,,-2.46E-05,5.52E-01
,,,-2.46E-05,5.44E-01
,,,-2.46E-05,5.52E-01
,,,-2.45E-05,5.52E-01
,,,-2.45E-05,5.44E-01
,,,-2.45E-05,5.44E-01
,,,-2.45E-05,5.44E-01
,,,-2.45E-05,5.44E-01
,,,-2.44E-05,5.44E-01
,,,-2.44E-05,5.52E-01
,,,-2.44E-05,5.52E-01
,,,-2.44E-05,5.52E-01
,,,-2.44E-05,5.44E-01
,,,-2.43E-05,5.44E-01
,,,-2.43E-05,5.52E-01
,,,-2.43E-05,5.52E-01
,,,-2.43E-05,5.44E-01
,,,-2.43E-05,5.52E-01
,,,-2.42E-05,5.52E-01
,,,-2.42E-05,5.52E-01
,,,-2.42E-05,5.44E-01
,,,-2.42E-05,5.60E-01
,,,-2.42E-05,5.44E-01
,,,-2.41E-05,5.52E-01
,,,-2.41E-05,5.52E-01
,,,-2.41E-05,5.52E-01
,,,-2.41E-05,5.52E-01
,,,-2.41E-05,5.52E-01
,,,-2.40E-05,5.52E-01
,,,-2.40E-05,5.60E-01
,,,-2.40E-05,5.52E-01
,,,-2.40E-05,5.52E-01
,,,-2.40E-05,5.52E-01
,,,-2.39E-05,5.52E-01
,,,-2.39E-05,5.52E-01
,,,-2.39E-05,5.52E-01
,,,-2.39E-05,5.44E-01
,,,-2.39E-05,5.52E-01
,,,-2.38E-05,5.44E-01
,,,-2.38E-05,5.44E-01
,,,-2.38E-05,5.52E-01
,,,-2.38E-05,5.44E-01
,,,-2.38E-05,5.44E-01
,,,-2.37E-05,5.52E-01
,,,-2.37E-05,5.52E-01
,,,-2.37E-05,5.52E-01
,,,-2.37E-05,5.44E-01
,,,-2.37E-05,5.52E-01
,,,-2.36E-05,5.52E-01
,,,-2.36E-05,5.44E-01
,,,-2.36E-05,5.52E-01
,,,-2.36E-05,5.52E-01
,,,-2.36E-05,5.44E-01
,,,-2.35E-05,5.52E-01
,,,-2.35E-05,5.44E-01
,,,-2.35E-05,5.44E-01
,,,-2.35E-05,5.52E-01
,,,-2.35E-05,5.52E-01
,,,-2.34E-05,5.44E-01
,,,-2.34E-05,5.44E-01
,,,-2.34E-05,5.52E-01
,,,-2.34E-05,5.44E-01
,,,-2.34E-05,5.44E-01
,,,-2.33E-05,5.44E-01
,,,-2.33E-05,5.60E-01
,,,-2.33E-05,5.52E-01
,,,-2.33E-05,5.44E-01
,,,-2.33E-05,5.52E-01
,,,-2.32E-05,5.52E-01
,,,-2.32E-05,5.52E-01
,,,-2.32E-05,5.52E-01
,,,-2.32E-05,5.52E-01
,,,-2.32E-05,5.52E-01
,,,-2.31E-05,5.44E-01
,,,-2.31E-05,5.44E-01
,,,-2.31E-05,5.44E-01
,,,-2.31E-05,5.44E-01
,,,-2.31E-05,5.52E-01
,,,-2.30E-05,5.52E-01
,,,-2.30E-05,5.52E-01
,,,-2.30E-05,5.52E-01
,,,-2.30E-05,5.44E-01
,,,-2.30E-05,5.52E-01
,,,-2.29E-05,5.52E-01
,,,-2.29E-05,5.44E-01
,,,-2.29E-05,5.44E-01
,,,-2.29E-05,5.52E-01
,,,-2.29E-05,5.44E-01
,,,-2.28E-05,5.44E-01
,,,-2.28E-05,5.44E-01
,,,-2.28E-05,5.44E-01
,,,-2.28E-05,5.52E-01
,,,-2.28E-05,5.44E-01
,,,-2.27E-05,5.44E-01
,,,-2.27E-05,5.52E-01
,,,-2.27E-05,5.52E-01
,,,-2.27E-05,5.44E-01
,,,-2.27E-05,5.52E-01
,,,-2.26E-05,5.36E-01
,,,-2.26E-05,5.52E-01
,,,-2.26E-05,5.52E-01
,,,-2.26E-05,5.52E-01
,,,-2.26E-05,5.52E-01
,,,-2.25E-05,5.52E-01
,,,-2.25E-05,5.44E-01
,,,-2.25E-05,5.44E-01
,,,-2.25E-05,5.60E-01
,,,-2.25E-05,5.52E-01
,,,-2.24E-05,5.52E-01
,,,-2.24E-05,5.52E-01
,,,-2.24E-05,5.52E-01
,,,-2.24E-05,5.44E-01
,,,-2.24E-05,5.44E-01
,,,-2.23E-05,5.52E-01
,,,-2.23E-05,5.44E-01
,,,-2.23E-05,5.60E-01
,,,-2.23E-05,5.52E-01
,,,-2.23E-05,5.52E-01
,,,-2.22E-05,5.44E-01
,,,-2.22E-05,5.52E-01
,,,-2.22E-05,5.52E-01
,,,-2.22E-05,5.44E-01
,,,-2.22E-05,5.44E-01
,,,-2.21E-05,5.44E-01
,,,-2.21E-05,5.44E-01
,,,-2.21E-05,5.52E-01
,,,-2.21E-05,5.44E-01
,,,-2.21E-05,5.52E-01
,,,-2.20E-05,5.52E-01
,,,-2.20E-05,5.44E-01
,,,-2.20E-05,5.52E-01
,,,-2.20E-05,5.52E-01
,,,-2.20E-05,5.44E-01
,,,-2.19E-05,5.44E-01
,,,-2.19E-05,5.44E-01
,,,-2.19E-05,5.52E-01
,,,-2.19E-05,5.52E-01
,,,-2.19E-05,5.52E-01
,,,-2.18E-05,5.52E-01
,,,-2.18E-05,5.44E-01
,,,-2.18E-05,5.44E-01
,,,-2.18E-05,5.52E-01
,,,-2.18E-05,5.52E-01
,,,-2.17E-05,5.44E-01
,,,-2.17E-05,5.44E-01
,,,-2.17E-05,5.52E-01
,,,-2.17E-05,5.52E-01
,,,-2.17E-05,5.52E-01
,,,-2.16E-05,5.44E-01
,,,-2.16E-05,5.44E-01
,,,-2.16E-05,5.44E-01
,,,-2.16E-05,5.52E-01
,,,-2.16E-05,5.52E-01
,,,-2.15E-05,5.52E-01
,,,-2.15E-05,5.44E-01
,,,-2.15E-05,5.60E-01
,,,-2.15E-05,5.44E-01
,,,-2.15E-05,5.52E-01
,,,-2.14E-05,5.44E-01
,,,-2.14E-05,5.52E-01
,,,-2.14E-05,5.44E-01
,,,-2.14E-05,5.44E-01
,,,-2.14E-05,5.52E-01
,,,-2.13E-05,5.52E-01
,,,-2.13E-05,5.44E-01
,,,-2.13E-05,5.44E-01
,,,-2.13E-05,5.52E-01
,,,-2.13E-05,5.44E-01
,,,-2.12E-05,5.44E-01
,,,-2.12E-05,5.52E-01
,,,-2.12E-05,5.44E-01
,,,-2.12E-05,5.52E-01
,,,-2.12E-05,5.44E-01
,,,-2.11E-05,5.44E-01
,,,-2.11E-05,5.52E-01
,,,-2.11E-05,5.52E-01
,,,-2.11E-05,5.52E-01
,,,-2.11E-05,5.44E-01
,,,-2.10E-05,5.60E-01
,,,-2.10E-05,5.44E-01
,,,-2.10E-05,5.44E-01
,,,-2.10E-05,5.52E-01
,,,-2.10E-05,5.52E-01
,,,-2.09E-05,5.44E-01
,,,-2.09E-05,5.44E-01
,,,-2.09E-05,5.52E-01
,,,-2.09E-05,5.36E-01
,,,-2.09E-05,5.44E-01
,,,-2.08E-05,5.52E-01
,,,-2.08E-05,5.44E-01
,,,-2.08E-05,5.52E-01
,,,-2.08E-05,5.52E-01
,,,-2.08E-05,5.44E-01
,,,-2.07E-05,5.52E-01
,,,-2.07E-05,5.44E-01
,,,-2.07E-05,5.52E-01
,,,-2.07E-05,5.60E-01
,,,-2.07E-05,5.44E-01
,,,-2.06E-05,5.44E-01
,,,-2.06E-05,5.52E-01
,,,-2.06E-05,5.52E-01
,,,-2.06E-05,5.52E-01
,,,-2.06E-05,5.52E-01
,,,-2.05E-05,5.52E-01
,,,-2.05E-05,5.44E-01
,,,-2.05E-05,5.52E-01
,,,-2.05E-05,5.44E-01
,,,-2.05E-05,5.52E-01
,,,-2.04E-05,5.52E-01
,,,-2.04E-05,5.52E-01
,,,-2.04E-05,5.44E-01
,,,-2.04E-05,5.52E-01
,,,-2.04E-05,5.52E-01
,,,-2.03E-05,5.52E-01
,,,-2.03E-05,5.52E-01
,,,-2.03E-05,5.52E-01
,,,-2.03E-05,5.52E-01
,,,-2.03E-05,5.60E-01
,,,-2.02E-05,5.52E-01
,,,-2.02E-05,5.44E-01
,,,-2.02E-05,5.52E-01
,,,-2.02E-05,5.52E-01
,,,-2.02E-05,5.44E-01
,,,-2.01E-05,5.52E-01
,,,-2.01E-05,5.52E-01
,,,-2.01E-05,5.60E-01
,,,-2.01E-05,5.52E-01
,,,-2.01E-05,5.52E-01
,,,-2.00E-05,5.44E-01
,,,-2.00E-05,5.52E-01
,,,-2.00E-05,5.52E-01
,,,-2.00E-05,5.52E-01
,,,-2.00E-05,5.60E-01
,,,-1.99E-05,5.52E-01
,,,-1.99E-05,5.52E-01
,,,-1.99E-05,5.60E-01
,,,-1.99E-05,5.52E-01
,,,-1.99E-05,5.52E-01
,,,-1.98E-05,5.44E-01
,,,-1.98E-05,5.52E-01
,,,-1.98E-05,5.44E-01
,,,-1.98E-05,5.52E-01
,,,-1.98E-05,5.44E-01
,,,-1.97E-05,5.44E-01
,,,-1.97E-05,5.52E-01
,,,-1.97E-05,5.60E-01
,,,-1.97E-05,5.44E-01
,,,-1.97E-05,5.44E-01
,,,-1.96E-05,5.52E-01
,,,-1.96E-05,5.52E-01
,,,-1.96E-05,5.52E-01
,,,-1.96E-05,5.52E-01
,,,-1.96E-05,5.44E-01
,,,-1.95E-05,5.44E-01
,,,-1.95E-05,5.52E-01
,,,-1.95E-05,5.52E-01
,,,-1.95E-05,5.44E-01
,,,-1.95E-05,5.52E-01
,,,-1.94E-05,5.60E-01
,,,-1.94E-05,5.44E-01
,,,-1.94E-05,5.52E-01
,,,-1.94E-05,5.44E-01
,,,-1.94E-05,5.44E-01
,,,-1.93E-05,5.44E-01
,,,-1.93E-05,5.52E-01
,,,-1.93E-05,5.52E-01
,,,-1.93E-05,5.52E-01
,,,-1.93E-05,5.52E-01
,,,-1.92E-05,5.52E-01
,,,-1.92E-05,5.52E-01
,,,-1.92E-05,5.52E-01
,,,-1.92E-05,5.52E-01
,,,-1.92E-05,5.44E-01
,,,-1.91E-05,5.44E-01
,,,-1.91E-05,5.52E-01
,,,-1.91E-05,5.36E-01
,,,-1.91E-05,5.60E-01
,,,-1.91E-05,5.44E-01
,,,-1.90E-05,5.60E-01
,,,-1.90E-05,5.44E-01
,,,-1.90E-05,5.52E-01
,,,-1.90E-05,5.52E-01
,,,-1.90E-05,5.52E-01
,,,-1.89E-05,5.52E-01
,,,-1.89E-05,5.52E-01
,,,-1.89E-05,5.44E-01
,,,-1.89E-05,5.44E-01
,,,-1.89E-05,5.44E-01
,,,-1.88E-05,5.44E-01
,,,-1.88E-05,5.44E-01
,,,-1.88E-05,5.36E-01
,,,-1.88E-05,5.44E-01
,,,-1.88E-05,5.44E-01
,,,-1.87E-05,5.52E-01
,,,-1.87E-05,5.60E-01
,,,-1.87E-05,5.60E-01
,,,-1.87E-05,5.44E-01
,,,-1.87E-05,5.44E-01
,,,-1.86E-05,5.52E-01
,,,-1.86E-05,5.52E-01
,,,-1.86E-05,5.44E-01
,,,-1.86E-05,5.52E-01
,,,-1.86E-05,5.44E-01
,,,-1.85E-05,5.52E-01
,,,-1.85E-05,5.52E-01
,,,-1.85E-05,5.52E-01
,,,-1.85E-05,5.52E-01
,,,-1.85E-05,5.52E-01
,,,-1.84E-05,5.52E-01
,,,-1.84E-05,5.44E-01
,,,-1.84E-05,5.36E-01
,,,-1.84E-05,5.44E-01
,,,-1.84E-05,5.44E-01
,,,-1.83E-05,5.44E-01
,,,-1.83E-05,5.52E-01
,,,-1.83E-05,5.52E-01
,,,-1.83E-05,5.44E-01
,,,-1.83E-05,5.44E-01
,,,-1.82E-05,5.52E-01
,,,-1.82E-05,5.44E-01
,,,-1.82E-05,5.44E-01
,,,-1.82E-05,5.52E-01
,,,-1.82E-05,5.44E-01
,,,-1.81E-05,5.60E-01
,,,-1.81E-05,5.44E-01
,,,-1.81E-05,5.60E-01
,,,-1.81E-05,5.52E-01
,,,-1.81E-05,5.52E-01
,,,-1.80E-05,5.52E-01
,,,-1.80E-05,5.52E-01
,,,-1.80E-05,5.44E-01
